"","ID","year","Midterm","AreaAll","R_seats","D_seats","Other_seats","total_votes","R_votes","D_votes","Other_votes","winning_vote_margin","winner_party","R_totalvote_pct","D_totalvote_pct","Other_totalvote_pct","R_majorvote_pct","D_majorvote_pct","R_majorvote_pct_lag","D_majorvote_pct_lag","president_party","Pres_D","Pres_R","H_incumbent_party_winner","H_incumbent_party_majorvote_pct","H_incumbent_party","H_inc_D","H_inc_R","US_Unemployment.Rate","US_CPI","GDP_Growth_Pct","...1","STATENAME","DISTRICT","avg_rating","Close_E_D","LLS_R","LLS_D","St_AVG_R","cvap","RepVotes","DemVotes","RepVotesMajorPercent","DemVotesMajorPercent","Incumbent_R","Incumbent_D","Open_seat","voterTR","D_2012","D_2014","D_2016","D_2018","D_2020","MidtermE_D","PresE_D","st_cd_fips","est_cost_sum"
"224",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,192,"California",7,2.9,1,0,0,1.1,526910,145168,152133,48.83,51.17,0,1,0,0.564234879,0,0,1,0,0,0,1,607,4549410
"225",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,193,"California",10,4.3,0,0,1,0.3,467771,124671,116470,51.7,48.3,1,0,0,0.515510795,0,0,1,0,0,0,1,610,4966340
"226",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,194,"California",21,5.45,0,1,0,1.45,350034,75126,57282,56.74,43.26,1,0,0,0.378271825,0,0,1,0,0,0,1,621,3084210
"227",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,195,"California",24,2.75,1,0,0,1.25,505763,144780,166034,46.58,53.42,0,0,1,0.614544757,0,0,1,0,0,0,1,624,1757250
"228",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,196,"California",25,4.25,0,0,1,0.25,476031,138755,122406,53.13,46.87,1,0,0,0.548621833,0,0,1,0,0,0,1,625,1710640
"229",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,197,"California",49,3.95,0,0,1,0.05,514955,155888,154267,50.26,49.74,1,0,0,0.602295346,0,0,1,0,0,0,1,649,4983280
"230",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,198,"California",52,1.2,1,0,0,2.8,547077,139403,181253,43.47,56.53,0,1,0,0.586125902,0,0,1,0,0,0,1,652,1891240
"231",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,199,"Colorado",3,6,0,1,0,2,551793,204220,150914,57.51,42.49,1,0,0,0.643600046,0,0,1,0,0,0,1,803,3334550
"232",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,200,"Colorado",6,4.35,0,0,1,0.35,538733,191626,160372,54.44,45.56,1,0,0,0.653381174,0,0,1,0,0,0,1,806,8732220
"233",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,201,"Florida",2,6.6,0,1,0,2.6,559346,231163,102801,69.22,30.78,0,0,1,0.597061568,0,0,1,0,0,0,1,NA,NA
"234",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,202,"Florida",7,3.65,0,0,1,0.35,567729,171583,182039,48.52,51.48,1,0,0,0.622871123,0,0,1,0,0,0,1,1207,3393370
"235",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,203,"Florida",10,1.4,1,0,0,2.6,527540,107498,198491,35.13,64.87,0,0,1,0.58002995,0,0,1,0,0,0,1,NA,NA
"236",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,204,"Florida",13,2.9,1,0,0,1.1,567936,171149,184693,48.1,51.9,1,0,0,0.626552992,0,0,1,0,0,0,1,1213,2390520
"237",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,205,"Florida",18,4.4,0,0,1,0.4,570702,201488,161918,55.44,44.56,0,0,1,0.636770153,0,0,1,0,0,0,1,1218,5842260
"238",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,206,"Florida",26,4.2,0,0,1,0.2,467186,148547,115493,56.26,43.74,1,0,0,0.565171045,0,0,1,0,0,0,1,1226,8493980
"239",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,207,"Florida",27,6.6,0,1,0,2.6,449720,157917,129760,54.89,45.11,1,0,0,0.639680245,0,0,1,0,0,0,1,1227,741080
"240",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,208,"Illinois",10,3.8,0,0,1,0.2,462773,135535,150435,47.39,52.61,1,0,0,0.617948757,0,0,1,0,0,0,1,1710,14959030
"241",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,209,"Illinois",12,6.2,0,1,0,2.2,533604,169976,124246,57.77,42.23,1,0,0,0.551386421,0,0,1,0,0,0,1,1712,1106430
"242",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,210,"Indiana",2,6.2,0,1,0,2.2,521068,164355,102401,61.61,38.39,1,0,0,0.51194086,0,0,1,0,0,0,1,1802,1067760
"243",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,211,"Indiana",9,5.45,0,1,0,1.45,567923,174791,130627,57.23,42.77,0,0,1,0.53778065,0,0,1,0,0,0,1,1809,4262710
"244",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,212,"Iowa",1,4.2,0,0,1,0.2,579428,206903,177403,53.84,46.16,1,0,0,0.663250654,0,0,1,0,0,0,1,1901,3466350
"245",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,213,"Iowa",3,4.95,0,0,1,0.95,589474,208598,155002,57.37,42.63,1,0,0,0.616821098,0,0,1,0,0,0,1,1903,3938530
"246",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,214,"Kansas",3,5.1,0,1,0,1.1,523041,176022,139300,55.82,44.18,1,0,0,0.602862873,0,0,1,0,0,0,1,2003,2425610
"247",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,215,"Maine",2,3.8,0,0,1,0.2,520828,192878,159081,54.8,45.2,1,0,0,0.6757682,0,0,1,0,0,0,1,2302,8247540
"248",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,216,"Maryland",6,1.4,1,0,0,2.6,521983,133081,185770,41.74,58.26,0,1,0,0.610845564,0,0,1,0,0,0,1,2406,1607910
"249",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,217,"Michigan",1,4.55,0,0,1,0.55,562349,197777,144334,57.81,42.19,0,0,1,0.608360644,0,0,1,0,0,0,1,2601,69350
"250",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,218,"Michigan",6,6.8,0,1,0,2.8,536350,193259,119980,61.7,38.3,1,0,0,0.584019763,0,0,1,0,0,0,1,2606,1666100
"251",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,219,"Michigan",7,5.45,0,1,0,1.45,542743,184321,134010,57.9,42.1,1,0,0,0.586522535,0,0,1,0,0,0,1,2607,2700270
"252",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,220,"Michigan",8,6,0,1,0,2,547280,205629,143791,58.85,41.15,1,0,0,0.638466598,0,0,1,0,0,0,1,2608,2344300
"253",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,221,"Minnesota",2,3.45,0,0,1,0.55,499925,173970,167315,50.97,49.03,0,0,1,0.682672401,0,0,1,0,0,0,1,2702,6703430
"254",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,222,"Minnesota",3,5.25,0,1,0,1.25,506587,223077,169243,56.86,43.14,1,0,0,0.77443756,0,0,1,0,0,0,1,2703,7383740
"255",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,223,"Minnesota",8,3.5,0,0,1,0.5,519505,177089,179098,49.72,50.28,0,1,0,0.685627665,0,0,1,0,0,0,1,2708,13910140
"256",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,224,"Montana",0,6.05,0,1,0,2.05,804263,285358,205919,58.08,41.92,1,0,0,0.61084123,0,0,1,0,0,0,1,3001,2353660
"257",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,225,"Nebraska",2,3.65,0,0,1,0.35,454282,141066,137602,50.62,49.38,0,1,0,0.613425141,0,0,1,0,0,0,1,3102,4811040
"258",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,226,"Nevada",3,3.6,0,0,1,0.4,563428,142926,146869,49.32,50.68,0,0,1,0.51434256,0,0,1,0,0,0,1,3203,7418360
"259",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,227,"Nevada",4,3.05,0,0,1,0.95,493015,118328,128985,47.85,52.15,1,0,0,0.501633825,0,0,1,0,0,0,1,3204,5294730
"260",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,228,"New Hampshire",1,3.05,0,0,1,0.95,NA,157176,162080,49.23,50.77,1,0,0,NA,0,0,1,0,0,0,1,3301,856110
"261",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,229,"New Jersey",5,3.65,0,0,1,0.35,NA,157690,172587,47.74,52.26,1,0,0,NA,0,0,1,0,0,0,1,3405,4741910
"262",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,230,"New York",1,5.3,0,1,0,1.3,NA,188499,135278,58.22,41.78,1,0,0,NA,0,0,1,0,0,0,1,3601,334750
"263",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,231,"New York",3,2.5,1,0,0,1.5,NA,152304,171775,47,53,0,0,1,NA,0,0,1,0,0,0,1,3603,125250
"264",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,232,"New York",19,4.2,0,0,1,0.2,NA,166171,141224,54.06,45.94,0,0,1,NA,0,0,1,0,0,0,1,3619,5600170
"265",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,233,"New York",21,6.2,0,1,0,2.2,NA,177886,82161,68.41,31.59,1,0,0,NA,0,0,1,0,0,0,1,3621,1077930
"266",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,234,"New York",22,4.4,0,0,1,0.4,NA,129444,114266,53.11,46.89,0,0,1,NA,0,0,1,0,0,0,1,3622,3798960
"267",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,235,"New York",23,6,0,1,0,2,NA,161050,118584,57.59,42.41,1,0,0,NA,0,0,1,0,0,0,1,3623,1573250
"268",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,236,"New York",24,5.25,0,1,0,1.25,NA,182761,119040,60.56,39.44,1,0,0,NA,0,0,1,0,0,0,1,3624,3050150
"269",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,237,"New York",25,1.4,1,0,0,2.6,NA,142650,182950,43.81,56.19,0,1,0,NA,0,0,1,0,0,0,1,3625,546920
"270",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,238,"Pennsylvania",6,6.6,0,1,0,2.6,516389,207469,155000,57.24,42.76,1,0,0,0.701930134,0,0,1,0,0,0,1,NA,NA
"271",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,239,"Pennsylvania",8,4.2,0,0,1,0.2,537910,207263,173555,54.43,45.57,0,0,1,0.70795858,0,0,1,0,0,0,1,4208,9034800
"272",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,240,"Pennsylvania",16,5.8,0,1,0,1.8,540100,168669,134586,55.62,44.38,0,0,1,0.561479356,0,0,1,0,0,0,1,4216,947420
"273",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,241,"Texas",23,3.8,0,0,1,0.2,474242,110577,107526,50.7,49.3,1,0,0,0.459898111,0,0,1,0,0,0,1,4823,10700140
"274",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,242,"Utah",4,5.25,0,1,0,1.25,495024,147597,113413,56.55,43.45,1,0,0,0.527267365,0,0,1,0,0,0,1,4904,3073740
"275",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,243,"Virginia",4,1.4,1,0,0,2.6,584924,145731,200136,42.13,57.87,0,0,1,0.59130246,0,0,1,0,0,0,1,NA,NA
"276",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,244,"Virginia",5,5.85,0,1,0,1.85,570230,207758,148339,58.34,41.66,0,0,1,0.624479596,0,0,1,0,0,0,1,5105,1448110
"277",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,245,"Virginia",10,4.35,0,0,1,0.35,538859,210791,187712,52.9,47.1,1,0,0,0.73953112,0,0,1,0,0,0,1,5110,16544690
"278",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,246,"Wisconsin",8,5.45,0,1,0,1.45,546843,227892,135682,62.68,37.32,0,0,1,0.664859932,0,0,1,0,0,0,1,5508,2449110
"279",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,247,"Alaska",0,5.0416667,0,1,0,1.0417,530385,149779,131199,53.31,46.69,1,0,0,0.529762342,0,0,0,1,0,1,0,201,544840
"280",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,248,"Arizona",1,2.5833333,1,0,0,1.4167,549353,122784,143240,46.16,53.84,0,1,0,0.484249654,0,0,0,1,0,1,0,401,2594290
"281",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,249,"Arizona",2,2.25,1,0,0,1.75,539385,133083,161000,45.25,54.75,0,0,1,0.545219092,0,0,0,1,0,1,0,402,3051920
"282",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,250,"Arizona",6,6.3333333,0,1,0,2.3333,565541,173140,140559,55.19,44.81,1,0,0,0.554688343,0,0,0,1,0,1,0,NA,NA
"283",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,251,"Arizona",8,6.2083333,0,1,0,2.2083,576753,168835,135569,55.46,44.54,1,0,0,0.527789192,0,0,0,1,0,1,0,408,804080
"284",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,252,"Arizona",9,1.1666667,1,0,0,2.8333,544288,101662,159583,38.91,61.09,0,0,1,0.479975675,0,0,0,1,0,1,0,409,1225160
"285",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,253,"Arkansas",2,5.875,0,1,0,1.875,563787,132125,116135,53.22,46.78,1,0,0,0.440343605,0,0,0,1,0,1,0,502,2835120
"286",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,254,"California",1,6.6666667,0,1,0,2.6667,545539,160046,131548,54.89,45.11,1,0,0,0.534506241,0,0,0,1,0,1,0,601,89560
"287",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,255,"California",4,6.0416667,0,1,0,2.0417,555490,184401,156253,54.13,45.87,1,0,0,0.613249563,0,0,0,1,0,1,0,604,934270
"288",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,256,"California",7,1.6666667,1,0,0,2.3333,526910,126601,155016,44.96,55.04,0,1,0,0.534468885,0,0,0,1,0,1,0,607,391010
"289",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,257,"California",10,3.5,0,0,1,0.5,467771,105955,115945,47.75,52.25,1,0,0,0.47437742,0,0,0,1,0,1,0,610,13744460
"290",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,258,"California",16,1.3333333,1,0,0,2.6667,402445,60693,82266,42.45,57.55,0,1,0,0.35522618,0,0,0,1,0,1,0,616,567800
"291",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,259,"California",21,5.875,0,1,0,1.875,350034,56377,57239,49.62,50.38,1,0,0,0.324585612,0,0,0,1,0,1,0,621,4353720
"292",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,260,"California",22,6.3333333,0,1,0,2.3333,470490,117243,105136,52.72,47.28,1,0,0,0.472654042,0,0,0,1,0,1,0,622,2705000
"293",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,261,"California",24,1.3333333,1,0,0,2.6667,505763,117881,166550,41.44,58.56,0,1,0,0.562380008,0,0,0,1,0,1,0,624,728980
"294",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,262,"California",25,4,0,0,1,0,476031,111813,133209,45.63,54.37,1,0,0,0.514718579,0,0,0,1,0,1,0,625,12747380
"295",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,263,"California",39,4.1666667,0,0,1,0.1667,483902,118391,126002,48.44,51.56,0,0,1,0.505046476,0,0,0,1,0,1,0,639,8003830
"296",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,264,"California",45,3.6666667,0,0,1,0.3333,517976,146383,158906,47.95,52.05,1,0,0,0.589388311,0,0,0,1,0,1,0,645,3593000
"297",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,265,"California",48,3.7083333,0,0,1,0.2917,525036,136899,157837,46.45,53.55,1,0,0,0.561363411,0,0,0,1,0,1,0,648,11858660
"298",36,2018,1,"United State",199,235,0,113985831,51117086,60860585,2008160,9743499,"D",44.85,53.39,1.76,45.65,54.35,50.5,49.5,"R",0,1,FALSE,45.65,"R",0,1,11.675,251.1,2.9965,266,"California",49,2.0833333,1,0,0,1.9167,514955,128577,166453,43.58,56.42,0,0,1,0.572923848,0,0,0,1,0,1,0,649,2819230
